"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"1a0p";2.5;1998;35.1998;33.3082;1891.58;0;1891.58;2204;105;2309;7.74457;290;105;"nan";395;290;290;1;0;0;"nan";0;0;0;"nan";0;0;"nan";105;105;1;0;0;"nan";0;0;"nan";0;0;"nan";24.58;2.66;17.72;6.8;5.5;1.8;3.39201;0.21;0.27;20.2;1.96;0.69;6.27;19.7;19.9469;-25.8306;0.69;1.96;0.208681;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";33.326;1;1;0;0;1;33.3082;0;18.015;0.883766;0.148936;"nan";"nan";"nan";"nan"
"1a0q";2.3;1999;49.1813;46.9843;2196.92;539.539;1657.38;3182;118;3300;8.10168;429;96;0.73913;525;433;430;1.22917;26;4;6.5;23;1;1;23;3;3;1;115;93;1.23656;23;1;23;0;0;"nan";23;1;23;4.75;0.49;3.33;61.6;30.8;40.8;40.9774;"nan";"nan";"nan";1.36;0.67;"nan";"nan";"nan";"nan";0.68;1.36;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.22;3.14;"nan";"nan";47.56;2;2;4;2;2;46.9843;539.539;36.03;"nan";"nan";0.811111;"nan";"nan";"nan"
"1a0r";2.8;1998;73.846;73.2613;584.682;206.367;378.315;4657;39;4696;8.45447;650;23;0.785714;673;652;651;1.69565;18;2;9;15;0;1;15;0;0;"nan";39;23;1.69565;18;2;9;0;0;"nan";15;1;15;11.26;0.68;4.49;25.7;23.9;30.1;26.3218;0.24;0.28;13.9;0.53;0.29;7.09;15.7;14.7453;-21.4665;0.31;0.56;0.231479;0;1;0;0;0;0;1;0;0;0;0.433;1.53;0.62;0.775;1;73.522;3;3;1;1;3;73.2613;206.367;54.045;0.884542;0.12215;0.15;"nan";0.775;"nan"
"1a0s";2.4;1998;142.066;136.001;6065.18;120.234;5944.95;9605;333;9938;9.20412;413;333;"nan";746;416;413;1;3;3;1;0;0;0;"nan";3;3;1;330;330;1;0;0;"nan";0;0;"nan";0;0;"nan";10.83;1.05;10.3;27.4;15.6;7.7;13.0169;0.19;0.21;77.8;0.8;0.54;3.39;44.9;56.9392;-1.02193;0.55;0.8;0.174218;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";136.175;3;1;3;1;3;136.001;120.234;54.045;0.930634;0.0629771;1;"nan";"nan";"nan"
"1a0t";2.4;1998;144.12;136.001;8118.96;2174.01;5944.95;9605;471;10076;9.21791;413;339;1;752;422;419;1.38938;141;9;15.6667;138;54;6;23;3;3;1;468;336;1.39286;138;6;23;0;0;"nan";138;6;23;10.67;0.81;10.6;27.7;21.2;7.2;13.5038;0.21;"nan";"nan";0.82;0.56;1.61;71.7;"nan";"nan";0.56;0.82;0.141875;0;1;0;0;0;0;1;0;0;0;0.182;0.64;0.581667;0.8795;0;138.229;3;1;9;2;3;136.001;2174.01;54.045;0.928452;0.0655216;0.405797;"nan";0.8795;"nan"
"1a0u";2.14;1998;68.0881;62.1452;5942.84;2465.95;3476.89;4385;365;4750;8.4659;287;197;0.7;484;291;291;1.85279;172;4;43;172;0;4;43;172;4;43;193;193;1;0;0;"nan";172;4;43;0;0;"nan";7.06;0;6.06;44.4;100;20.5;36.899;0.16;"nan";"nan";1.24;0.75;0.87;83.8;"nan";"nan";0.76;1.31;0.139218;0;1;0;0;0;0;1;0;0;0;0.0935;2.005;1.915;0.97975;0;64.683;4;2;4;1;4;62.1452;2465.95;72.06;0.940492;0.0547588;0.097561;"nan";0.97975;"nan"
"1a0z";2;1998;68.5385;62.1452;6393.22;2465.95;3927.27;4385;390;4775;8.47115;287;222;0.7;509;291;291;1.75676;172;4;43;172;0;4;43;172;4;43;218;218;1;0;0;"nan";172;4;43;0;0;"nan";6.29;0;6.06;49.7;100;20.5;38.0222;0.16;"nan";"nan";1.26;0.78;0.7;87.2;"nan";"nan";0.79;1.3;0.112236;0;1;0;0;0;0;1;0;0;0;0.0785;1.89;1.9625;0.985;0;64.683;4;2;4;1;4;62.1452;2465.95;72.06;0.950403;0.0328283;0.097561;"nan";0.985;"nan"
"1a11";"nan";1998;2.66614;2.66614;0;0;0;3900;0;3900;8.26873;25;0;"nan";25;25;25;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";21.35;0.45;31;11.4;35.1;1.4;3.6123;"nan";"nan";"nan";0.86;1.01;"nan";"nan";"nan";"nan";1.03;0.87;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";2.666;1;1;0;0;0;2.66614;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a12";1.7;1999;148.255;132.329;15925.3;0;15925.3;8999;884;9883;9.19857;413;884;"nan";1297;413;413;1;0;0;"nan";0;0;0;"nan";0;0;"nan";884;884;1;0;0;"nan";0;0;"nan";0;0;"nan";6.83;1.84;1.85;46.3;9.2;59.8;20.4059;"nan";"nan";"nan";0.93;0.71;"nan";"nan";"nan";"nan";0.94;1.21;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";132.383;3;1;0;0;3;132.329;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a13";"nan";1999;1.55799;1.55799;0;0;0;3303;42;3345;8.11522;15;1;"nan";16;16;15;42;42;1;42;0;0;0;"nan";0;0;"nan";42;1;42;42;1;42;0;0;"nan";0;0;"nan";39.14;2.6;56.12;4;9.3;0;0;"nan";"nan";"nan";1;0.87;"nan";"nan";"nan";"nan";0.88;1.01;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";1.558;1;1;0;0;0;1.55799;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a14";2.5;1998;70.1593;68.3336;1825.69;1825.69;0;5011;112;5123;8.5415;612;10;0.962963;622;622;621;11.2;112;10;11.2;120;45;9;13.3333;1;1;1;111;9;12.3333;111;9;12.3333;0;0;"nan";120;9;13.3333;21.98;0.99;9.81;8.5;17.1;8.6;10.2597;"nan";"nan";"nan";0.86;0.67;"nan";"nan";"nan";"nan";0.73;0.93;"nan";0;0.888889;0.111111;0.00833333;0.00833333;0;0;1;1;0;"nan";2.12556;2.04556;"nan";"nan";280.637;12;3;40;5;0;273.334;7302.76;0;"nan";"nan";0.160833;"nan";"nan";"nan"
"1a15";2.2;1998;17.2579;15.6125;1645.35;96.063;1549.29;991;91;1082;6.98657;67;87;"nan";154;68;67;1.04598;5;1;5;0;0;0;"nan";0;0;"nan";91;87;1.04598;5;1;5;0;0;"nan";0;0;"nan";14.38;1.67;7.48;18;9.8;14.7;13.2965;"nan";"nan";"nan";0.89;1.15;"nan";"nan";"nan";"nan";1.45;0.91;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.12;0.2;"nan";"nan";15.745;2;1;1;1;2;15.6125;96.063;36.03;"nan";"nan";0;"nan";"nan";"nan"
"1a16";2.3;1999;56.3334;49.7441;6589.37;356.179;6233.19;3493;364;3857;8.25764;440;350;"nan";790;444;440;1.04;18;4;4.5;0;0;0;"nan";2;2;1;362;348;1.04023;16;2;8;0;0;"nan";0;0;"nan";5.76;0;1.61;53.4;100;65.5;68.1915;"nan";"nan";"nan";0.94;1;"nan";"nan";"nan";"nan";1;0.94;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";1.22;0.635;"nan";"nan";200.473;4;1;16;3;4;198.976;1424.72;72.06;"nan";"nan";0.55042;"nan";"nan";"nan"
"1a17";2.45;1998;20.6578;19.0605;1597.3;192.126;1405.17;1280;88;1368;7.22111;166;80;"nan";246;168;166;1.1;10;2;5;0;0;0;"nan";0;0;"nan";88;80;1.1;10;2;5;0;0;"nan";0;0;"nan";9.01;0;5.38;34.4;100;24.3;37.3962;0.21;"nan";"nan";0.74;0.59;0;100;"nan";"nan";0.59;0.74;0.171949;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.109;0.8;0.335;0.958;0;38.541;2;1;4;1;2;38.1211;384.252;36.03;0.899565;0.135021;0;0.958;"nan";"nan"
"1a18";2.4;1998;15.4595;14.7749;684.57;0;684.57;1010;62;1072;6.97728;131;39;0.666667;170;132;132;1.58974;24;1;24;25;1;1;25;0;0;"nan";62;39;1.58974;24;1;24;0;0;"nan";25;1;25;13.44;0;5.36;20.2;100;24.3;29.8041;0.19;0.26;28.4;0.59;0.34;0;100;44.2368;1.02044;0.34;0.59;0.178208;0;1;0;0;0;0;1;0;0;0;0.368;1.75;2.62;0.903;0;29.586;2;1;0;0;2;29.5499;0;36.03;0.936155;0.047619;"nan";"nan";0.903;"nan"
"1a19";2.76;1998;10.3207;10.3207;0;0;0;1438;0;1438;7.27101;90;0;"nan";90;90;90;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";21.28;2.3;26.62;9;6.8;0.4;1.08768;0.24;"nan";"nan";0.6;0.44;5.06;27.8;"nan";"nan";0.45;0.6;0.209478;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";20.641;2;1;0;0;0;20.6413;0;0;0.880972;0.140449;"nan";"nan";"nan";"nan"
"1a1a";2;1998;29.2418;25.7469;3494.91;0;3494.91;2083;650;2733;7.91316;111;200;0.827586;311;117;115;3.25;68;6;11.3333;60;2;4;15;0;0;"nan";650;200;3.25;68;6;11.3333;0;0;"nan";60;4;15;5.26;0.97;0.56;57.3;17.1;87.4;34.3355;0.46;"nan";"nan";1.29;0.97;"nan";"nan";"nan";"nan";1.28;1.3;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.77;2.475;"nan";"nan";25.819;4;2;0;0;4;25.7469;0;72.06;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1b";2.2;1998;26.7638;25.719;1044.87;0;1044.87;2037;120;2157;7.67647;111;64;0.814815;175;117;115;1.875;62;6;10.3333;56;2;4;14;0;0;"nan";120;64;1.875;62;6;10.3333;0;0;"nan";56;4;14;4.5;0;1.17;64.4;100;73.5;76.6609;0.17;"nan";"nan";1.39;0.89;3.79;40.2;"nan";"nan";1.37;1.4;0.148967;0;1;0;0;0;0;1;0;0;0;0.092;0.95;1;0.975;0;25.791;4;2;0;0;4;25.719;0;72.06;0.926582;0.0769231;"nan";"nan";0.975;"nan"
"1a1c";2.4;1998;26.4435;25.6869;756.63;0;756.63;2055;186;2241;7.71468;111;48;0.814815;159;117;115;3.875;60;6;10;54;2;4;13.5;0;0;"nan";186;48;3.875;60;6;10;0;0;"nan";54;4;13.5;5.96;0;1.16;51.9;100;73.5;69.9737;0.17;"nan";"nan";1.75;1.02;1.9;66.5;"nan";"nan";1.36;1.82;0.151405;0;1;0;0;0;0;1;0;0;0;0.123;1.24;2.455;0.9715;0;25.759;4;2;0;0;4;25.6869;0;72.06;0.922825;0.0700389;"nan";"nan";0.9715;"nan"
"1a1d";"nan";1999;16.5254;16.5254;0;0;0;146;0;146;4.98361;146;0;"nan";146;146;146;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";16.525;1;1;0;0;0;16.5254;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1e";2.2;1998;26.4795;25.6869;792.66;0;792.66;2052;192;2244;7.71602;111;50;0.814815;161;117;115;3.84;60;6;10;54;4;4;13.5;0;0;"nan";192;50;3.84;60;6;10;0;0;"nan";54;4;13.5;8.65;0.49;1.75;35.7;30.8;61.7;39.1205;0.19;"nan";"nan";1.67;0.93;0.95;82;"nan";"nan";1.79;1.69;0.154988;0;1;0;0;0;0;1;0;0;0;0.121;1.13;0.98;0.9665;0;25.759;4;2;0;0;4;25.6869;0;72.06;0.905488;0.116279;"nan";"nan";0.9665;"nan"
"1a1f";2.1;1998;19.2593;17.4778;1781.55;196.227;1585.32;1142;91;1233;7.11721;112;91;"nan";203;115;112;1;3;3;1;0;0;0;"nan";3;3;1;88;88;1;0;0;"nan";0;0;"nan";0;0;"nan";12.99;0;5.13;21.1;100;26;31.2973;"nan";"nan";"nan";0.66;0.31;"nan";"nan";"nan";"nan";0.34;0.7;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.728;3;3;3;1;3;17.4778;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1g";1.9;1998;20.4663;17.4778;2988.55;196.227;2792.33;1139;158;1297;7.16781;112;158;"nan";270;115;112;1;3;3;1;0;0;0;"nan";3;3;1;155;155;1;0;0;"nan";0;0;"nan";0;0;"nan";28.01;1.22;0;5.2;14.3;100;11.0198;"nan";"nan";"nan";0.72;0.42;"nan";"nan";"nan";"nan";0.47;0.74;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.728;3;3;3;1;3;17.4778;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1h";1.6;1998;20.3142;17.4337;2880.46;196.227;2684.24;1158;152;1310;7.17778;112;152;"nan";264;115;112;1;3;3;1;0;0;0;"nan";3;3;1;149;149;1;0;0;"nan";0;0;"nan";0;0;"nan";24.95;1.2;1.28;6.6;14.3;71.3;12.7405;"nan";"nan";"nan";0.73;0.42;"nan";"nan";"nan";"nan";0.47;0.78;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.684;3;3;3;1;3;17.4337;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1i";1.6;1998;22.2949;17.5048;4790.05;196.227;4593.82;1156;258;1414;7.25418;112;258;"nan";370;115;112;1;3;3;1;0;0;0;"nan";3;3;1;255;255;1;0;0;"nan";0;0;"nan";0;0;"nan";6.14;0;1.28;51.2;100;71.3;68.8761;"nan";"nan";"nan";0.76;0.36;"nan";"nan";"nan";"nan";0.38;0.86;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.755;3;3;3;1;3;17.5048;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1j";2;1998;20.4574;17.5048;2952.52;196.227;2756.3;1156;156;1312;7.17931;112;156;"nan";268;115;112;1;3;3;1;0;0;0;"nan";3;3;1;153;153;1;0;0;"nan";0;0;"nan";0;0;"nan";5.67;0;0;54.2;100;100;78.023;"nan";"nan";"nan";0.69;0.35;"nan";"nan";"nan";"nan";0.39;0.81;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.755;3;3;3;1;3;17.5048;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1k";1.9;1998;19.8809;17.5048;2376.04;196.227;2179.82;1152;124;1276;7.15149;112;124;"nan";236;115;112;1;3;3;1;0;0;0;"nan";3;3;1;121;121;1;0;0;"nan";0;0;"nan";0;0;"nan";17.59;0;2.56;12.9;100;49.1;27.8071;"nan";"nan";"nan";0.77;0.45;"nan";"nan";"nan";"nan";0.54;0.91;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.755;3;3;3;1;3;17.5048;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1l";2.3;1998;19.5786;17.5629;2015.74;196.227;1819.52;1163;104;1267;7.14441;112;104;"nan";216;115;112;1;3;3;1;0;0;0;"nan";3;3;1;101;101;1;0;0;"nan";0;0;"nan";0;0;"nan";7.52;0;2.53;42;100;50.4;55.9172;"nan";"nan";"nan";0.68;0.34;"nan";"nan";"nan";"nan";0.37;0.78;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";17.813;3;3;3;1;3;17.5629;196.227;54.045;"nan";"nan";1;"nan";"nan";"nan"
"1a1m";2.3;1998;48.4939;45.1251;3368.81;0;3368.81;3183;187;3370;8.12267;386;187;"nan";573;386;386;1;0;0;"nan";0;0;0;"nan";0;0;"nan";187;187;1;0;0;"nan";0;0;"nan";0;0;"nan";11.3;1.32;8.24;25.7;13.1;12.5;15.3652;"nan";"nan";"nan";0.83;0.66;"nan";"nan";"nan";"nan";0.8;0.91;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";45.179;3;3;0;0;3;45.1251;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1n";2;1998;51.141;44.6916;6449.37;0;6449.37;3152;358;3510;8.16337;383;358;"nan";741;383;383;1;0;0;"nan";0;0;0;"nan";0;0;"nan";358;358;1;0;0;"nan";0;0;"nan";0;0;"nan";7.17;0.53;5.93;43.7;30.8;21.5;29.4515;"nan";"nan";"nan";0.77;0.62;"nan";"nan";"nan";"nan";0.78;0.85;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";44.746;3;3;0;0;3;44.6916;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1o";2.3;1998;46.9145;44.8788;2035.7;0;2035.7;3167;113;3280;8.0956;384;113;"nan";497;384;384;1;0;0;"nan";0;0;0;"nan";0;0;"nan";113;113;1;0;0;"nan";0;0;"nan";0;0;"nan";5.03;0.79;4.14;59.9;21.2;33.3;31.9508;"nan";"nan";"nan";0.74;0.55;"nan";"nan";"nan";"nan";0.67;0.76;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";44.933;3;3;0;0;3;44.8788;0;54.045;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1p";"nan";1998;1.5548;1.5548;0;0;0;4304;63;4367;8.38183;14;1;"nan";15;15;14;63;63;1;63;0;0;0;"nan";0;0;"nan";63;1;63;63;1;63;0;0;"nan";0;0;"nan";64.15;18.18;25.71;1.5;0.3;2.4;0.679245;"nan";"nan";"nan";1.27;0.98;"nan";"nan";"nan";"nan";1;1.31;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";1.555;1;1;0;0;0;1.5548;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1q";2.4;1998;59.88;59.6838;196.227;196.227;0;530;3;533;6.27852;189;3;"nan";192;192;189;1;3;3;1;0;0;0;"nan";3;3;1;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";100;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";19.96;1;1;1;1;0;19.8946;65.409;0;"nan";"nan";1;"nan";"nan";"nan"
"1a1r";2.5;1998;49.3508;46.878;2472.77;130.818;2341.95;3293;392;3685;8.21203;221;132;"nan";353;223;221;2.9697;2;2;1;0;0;0;"nan";2;2;1;390;130;3;0;0;"nan";0;0;"nan";0;0;"nan";12.59;0;3.78;22.1;100;35.9;36.0993;"nan";"nan";"nan";0.68;0.38;"nan";"nan";"nan";"nan";0.48;0.7;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";23.54;2;2;1;1;2;23.439;65.409;36.03;"nan";"nan";1;"nan";"nan";"nan"
"1a1s";2.7;1998;35.0982;35.0982;0;0;0;2454;0;2454;7.80547;314;0;"nan";314;314;314;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";21.39;2.25;13.9;8.9;6.8;3.7;5.6637;"nan";"nan";"nan";0.84;0.62;"nan";"nan";"nan";"nan";0.62;0.84;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";421.178;12;1;0;0;0;421.178;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1t";"nan";1998;12.9952;12.8644;130.818;130.818;0;37849;50;37899;10.5427;75;50;"nan";125;125;75;1;50;50;1;0;0;0;"nan";50;50;1;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";38.5;2.78;24;4.1;8.7;2.7;4.82384;"nan";"nan";"nan";3.21;2.32;"nan";"nan";"nan";"nan";3.54;4.47;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";12.995;2;2;2;1;0;12.8644;130.818;0;"nan";"nan";1;"nan";"nan";10
"1a1u";"nan";1998;4.21064;4.21064;0;0;0;1016;0;1016;6.92363;35;0;"nan";35;35;35;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";9.86;3.7;32.69;33.3;6.3;1.1;2.73261;"nan";"nan";"nan";1.32;0.77;"nan";"nan";"nan";"nan";0.78;1.33;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";8.421;2;1;0;0;0;8.42128;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1v";2.2;1999;56.5991;53.6387;2960.45;96.063;2864.39;3967;518;4485;8.40849;484;163;0.9;647;488;487;3.17791;41;4;10.25;33;3;3;11;0;0;"nan";518;163;3.17791;41;4;10.25;0;0;"nan";33;3;11;8.86;0;1.76;34.8;100;61.7;54.602;"nan";"nan";"nan";0.67;0.39;"nan";"nan";"nan";"nan";0.48;1.08;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.6975;0.7075;"nan";"nan";53.771;2;2;1;1;2;53.6387;96.063;36.03;"nan";"nan";0;"nan";"nan";"nan"
"1a1w";"nan";1998;10.6512;10.6512;0;0;0;1360;0;1360;7.21524;91;0;"nan";91;91;91;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";14.71;3.7;24.36;20.3;6.3;2.6;5.06238;"nan";"nan";"nan";0.9;1.05;"nan";"nan";"nan";"nan";1.05;0.9;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";10.651;1;1;0;0;0;10.6512;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1x";2;1998;13.0596;12.6272;432.36;0;432.36;880;24;904;6.80683;108;24;"nan";132;108;108;1;0;0;"nan";0;0;0;"nan";0;0;"nan";24;24;1;0;0;"nan";0;0;"nan";0;0;"nan";6.35;0;6.32;49;100;19.6;36.8421;"nan";"nan";"nan";0.66;0.37;"nan";"nan";"nan";"nan";0.37;0.66;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";25.29;2;1;0;0;2;25.2544;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"1a1z";"nan";1998;10.5451;10.5451;0;0;0;1346;0;1346;7.20489;91;0;"nan";91;91;91;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";16.34;4.94;29.87;17.4;4.4;1.6;3.29763;"nan";"nan";"nan";0.89;1.06;"nan";"nan";"nan";"nan";1.06;0.89;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";10.545;1;1;0;0;0;10.5451;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"1a21";2.35;1998;54.3736;50.2121;4161.47;0;4161.47;3174;231;3405;8.133;219;231;"nan";450;219;219;1;0;0;"nan";0;0;0;"nan";0;0;"nan";231;231;1;0;0;"nan";0;0;"nan";0;0;"nan";4.46;0.27;6.15;64.4;43;20.5;34.2606;0.2;"nan";"nan";0.74;0.58;4.86;29.4;"nan";"nan";0.6;0.75;0.182701;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";25.124;1;1;0;0;1;25.1061;0;18.015;0.897244;0.143087;"nan";"nan";"nan";"nan"
"1a22";2.6;1998;50.9049;49.6619;1243.04;0;1243.04;3043;69;3112;8.04302;429;69;"nan";498;429;429;1;0;0;"nan";0;0;0;"nan";0;0;"nan";69;69;1;0;0;"nan";0;0;"nan";0;0;"nan";14.54;1.11;7.35;17.9;15.6;15;16.0741;0.18;"nan";"nan";0.77;0.57;1.34;76.8;"nan";"nan";0.6;0.83;0.138168;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";49.698;2;2;0;0;2;49.6619;0;36.03;0.945032;0.0204082;"nan";"nan";"nan";"nan"
